Name,Count,Rank,Percent,Overall_Rank,Total_Count
HUSKEY,5947,3945,87.2,4753,6821
MOREHEAD,5944,3946,77.5,4281,7670
KOSS,5943,3947,86.4,4707,6882
AGUILAR,5941,3948,4.7,213,126399
MENDEZ,5941,3948,5.3,242,112736
NEILSON,5941,3948,94.3,5114,6297
RITZ,5939,3951,94.9,5148,6255
BRINSON,5938,3952,52.2,2895,11380
IRBY,5937,3953,53.8,3005,11040
WHITTLE,5936,3954,83.9,4592,7071
PARSLEY,5931,3955,93,5049,6374
RODERICK,5930,3956,86.4,4723,6867
REINKE,5928,3957,97.8,5284,6062
JESSUP,5923,3958,84.3,4615,7028
EBY,5923,3958,94.8,5152,6249
WHITLOW,5922,3960,75.1,4162,7886
ENGSTROM,5922,3960,96,5206,6166
INGERSOLL,5921,3962,93.3,5073,6344
MORITZ,5921,3962,96.7,5236,6125
BAYS,5920,3964,92.1,5005,6431
LASH,5919,3965,86.3,4734,6856
BOYLAN,5918,3966,93.8,5106,6306
BEALS,5917,3967,87.5,4778,6759
FIKE,5917,3967,94.9,5161,6237
BRODY,5916,3969,91.1,4966,6494
RUNYAN,5913,3970,96,5208,6162
HARTNETT,5909,3971,95.3,5179,6200
CORN,5908,3972,88.9,4847,6643
MYER,5908,3972,92.2,5026,6408
JACKMAN,5907,3974,82.7,4560,7140
ATCHLEY,5905,3975,94.6,5156,6244
YOCUM,5904,3976,93.2,5079,6338
SILVERSTEIN,5904,3976,95.9,5211,6159
SOWELL,5903,3978,64.9,3590,9093
REDMON,5903,3978,75.3,4189,7843
HORNSBY,5903,3978,82.4,4546,7164
MCKELVEY,5903,3978,85.9,4722,6870
WITMER,5902,3982,97.7,5303,6044
ROCCO,5899,3983,92.5,5044,6380
EVENSON,5899,3983,95.4,5190,6186
GASKINS,5898,3985,59.8,3327,9869
GRIDER,5896,3986,88.2,4821,6685
GORHAM,5894,3987,72.6,4016,8113
HULSE,5892,3988,92.5,5052,6373
RAINWATER,5891,3989,85.6,4710,6880
WYANT,5890,3990,95.1,5185,6192
SESSIONS,5889,3991,81.7,4528,7204
PALMIERI,5888,3992,95.2,5192,6183
KOSTER,5887,3993,95.9,5226,6137
LAMAR,5886,3994,53.4,3010,11030
SHAUGHNESSY,5886,3994,97.5,5310,6037
FRIEDRICH,5884,3996,96.8,5269,6076
BEVERLY,5883,3997,50.6,2822,11631
GAITHER,5881,3998,57.3,3202,10255
RADTKE,5877,3999,97.2,5299,6047
