Name,Count,Rank,Percent,Overall_Rank,Total_Count
STYLES,2024,1789,31.5,5008,6428
MARABLE,2017,1793,63.7,9420,3166
RATCLIFF,2014,1794,19.7,3207,10237
FLAGG,2014,1794,30.6,4896,6589
PHIFER,2014,1794,37.5,5897,5375
WILBORN,2014,1794,46.1,7061,4368
KEE,2011,1798,21.9,3557,9173
JULIEN,2010,1799,45.7,7024,4399
DUNSON,2005,1800,52.5,8015,3817
CANNADY,2004,1801,41.2,6442,4862
MAXEY,2001,1802,19.1,3154,10461
FRANCE,2000,1803,16.8,2778,11936
COMER,1999,1804,12,2001,16619
FARRAR,1996,1805,13.8,2301,14451
JORDON,1996,1805,38.6,6118,5165
KINARD,1994,1807,30.3,4905,6583
ROBINS,1993,1808,18.9,3139,10530
CHERY,1992,1809,79.6,11523,2504
CEASAR,1992,1809,83.8,12047,2377
MILNER,1989,1811,16.9,2798,11790
WATT,1988,1812,13.4,2246,14872
MENSAH,1988,1812,92.3,13048,2153
OVERSTREET,1987,1814,16.4,2732,12121
NATHAN,1987,1814,27,4444,7369
BRONSON,1983,1816,18,3022,11007
BARNEY,1979,1817,12.7,2144,15556
LOVING,1979,1817,28.3,4642,6987
WOOLFOLK,1978,1819,64.2,9675,3081
BRAGGS,1978,1819,83.4,12070,2372
RIGGS,1975,1821,5.8,947,33868
APPLEWHITE,1975,1821,58.6,8926,3370
MARK,1970,1823,12.4,2091,15916
ETHERIDGE,1969,1824,19.6,3271,10041
LATIMORE,1968,1825,83.3,12104,2363
MCDADE,1964,1826,28.9,4772,6787
SHEPHARD,1964,1826,30.1,4950,6519
PULLEY,1963,1828,24.8,4134,7928
OGLETREE,1962,1829,44.3,6977,4429
AMBROSE,1959,1830,11.7,1992,16697
DYKES,1959,1830,14.1,2391,13891
BURWELL,1955,1832,32.8,5372,5966
REEDER,1954,1833,10.4,1750,18768
HARDISON,1954,1833,24.7,4146,7909
MCCREE,1954,1833,74.5,11109,2622
WICKS,1952,1836,21.2,3549,9190
NAPIER,1951,1837,10.4,1755,18726
MCCULLUM,1951,1837,69,10438,2827
HUFFMAN,1950,1839,3.9,620,49737
NEWSOM,1950,1839,17.8,3040,10930
SWINTON,1950,1839,70.3,10606,2773
WINGFIELD,1948,1842,32.1,5278,6065
LEDBETTER,1947,1843,10.1,1712,19222
ASHE,1947,1843,26,4388,7485
GILLARD,1947,1843,46.7,7376,4165
ROBERT,1945,1846,16,2730,12129
GALES,1945,1846,52.5,8236,3703
BECKETT,1944,1848,17.2,2916,11334
PETE,1943,1849,45.1,7147,4312
CLANTON,1942,1850,25.4,4291,7651
MATTHEW,1942,1850,29.9,4971,6486
BORDERS,1940,1852,22.5,3775,8618
CROMWELL,1938,1853,25.2,4267,7687
SAYLES,1934,1854,35.2,5776,5493
SMOTHERS,1933,1855,27.1,4569,7125
WIGFALL,1933,1855,92.4,13364,2091
CHRISTIE,1932,1857,11,1874,17582
HAILE,1932,1857,41.1,6635,4701
KORNEGAY,1932,1857,43.8,7003,4413
SEWARD,1931,1860,19.3,3292,9987
FLUKER,1931,1860,77,11507,2509
BURNSIDE,1930,1862,22.8,3854,8470
HYLTON,1928,1863,24.8,4226,7765
TOOMER,1927,1864,70.2,10683,2746
BLANDING,1922,1865,65.2,10074,2950
ARCENEAUX,1920,1866,35.4,5838,5428
CRUZ,1918,1867,0.8,82,231065
MORAN,1917,1868,2.4,362,78546
ROOKS,1913,1869,28.9,4867,6625
BARNER,1911,1870,36.9,6108,5177
GRAYS,1911,1870,85.6,12705,2232
RAGIN,1910,1872,84.1,12520,2270
HEBERT,1909,1873,4.7,781,40283
HOWZE,1909,1873,62.1,9693,3075
HARDWICK,1907,1875,18.5,3187,10324
LADSON,1905,1876,79,11884,2412
AUGUSTE,1905,1876,82.5,12343,2309
GADDIS,1903,1878,21.3,3658,8926
MANSON,1903,1878,23.5,4032,8090
PETTUS,1901,1880,38.7,6373,4917
EMANUEL,1900,1881,31.4,5296,6051
MILL,1899,1882,23.5,4026,8095
BROADWAY,1896,1883,29.3,4986,6461
MCHENRY,1895,1884,16.7,2902,11369
MOSELY,1895,1884,61.6,9684,3077
LEFLORE,1891,1886,75.4,11507,2509
HANKERSON,1888,1887,88.5,13137,2134
PACK,1887,1888,10.2,1772,18538
TORRES,1886,1889,0.6,50,325169
COCKRELL,1884,1890,20,3477,9397
WHITEHURST,1883,1891,25.9,4490,7268
BREWINGTON,1883,1891,36.7,6153,5128
BENOIT,1880,1893,10,1741,18842
LAYNE,1880,1893,14.4,2537,13084
BOLES,1877,1895,12.8,2274,14644
LITTLETON,1877,1895,19.1,3335,9829
MCGINNIS,1874,1897,7.1,1207,26578
LEON,1873,1898,3,483,62034
SANDIFER,1873,1898,35.2,5950,5327
MCCANN,1870,1900,5.4,916,34692
MCGREGOR,1870,1900,12.5,2227,14969
BANNISTER,1869,1902,23,4019,8110
PEYTON,1868,1903,19.1,3344,9787
LIDDELL,1867,1904,40.8,6786,4579
STRANGE,1866,1905,12.8,2282,14582
SEYMORE,1863,1906,42.6,7056,4370
GORHAM,1862,1907,23,4016,8113
DEAS,1861,1908,48.8,8027,3812
SADDLER,1860,1909,47.4,7813,3926
COWARD,1859,1910,31.6,5443,5880
CAESAR,1859,1910,58.1,9348,3199
HAM,1857,1912,11.7,2103,15843
NORTH,1856,1913,9.2,1623,20238
SHACKELFORD,1856,1913,16.3,2905,11367
CHURCH,1855,1915,5.2,890,35539
CROOM,1854,1916,44.4,7362,4171
TUTT,1853,1917,48.4,8004,3826
SALMON,1851,1918,13.9,2482,13328
IVERY,1851,1918,89.4,13480,2070
BUTCHER,1850,1920,8.4,1478,22077
THROWER,1848,1921,38.5,6518,4801
BASSETT,1845,1922,9.2,1636,20032
PARIS,1843,1923,11,1970,16813
DIAZ,1838,1924,0.7,73,251772
ZIMMERMAN,1837,1925,2.3,350,80944
COULTER,1837,1925,9.1,1622,20252
RIDDLE,1835,1927,5.6,975,32654
BOLLING,1835,1927,30.6,5350,5995
LUCKEY,1834,1929,36.7,6278,4999
NAYLOR,1832,1930,11.5,2088,15930
HATTEN,1831,1931,34.2,5912,5360
WELDON,1829,1932,13,2367,14025
CULVER,1828,1933,10.6,1915,17231
FEASTER,1828,1933,40.6,6877,4507
CALLENDER,1827,1935,34.7,6015,5266
SPELLER,1826,1936,76.8,12047,2377
FOOTE,1825,1937,11.3,2063,16093
MOISE,1825,1937,58.2,9513,3135
KILPATRICK,1824,1939,13.2,2402,13832
YARBOROUGH,1823,1940,27.6,4890,6595
HOOVER,1822,1941,3.2,532,56068
EADY,1822,1941,49,8208,3719
COUSIN,1822,1941,61.4,10018,2968
FLANAGAN,1818,1944,6.1,1079,29563
GOOLSBY,1816,1945,24.6,4435,7389
CHOICE,1816,1945,88.4,13554,2055
WREN,1814,1947,16.9,3092,10743
HUTTON,1812,1948,10.1,1836,17961
RUDD,1811,1949,12.8,2343,14167
BANKHEAD,1809,1950,54.3,9024,3331
SATTERWHITE,1808,1951,36.2,6274,5001
CHARLESTON,1808,1951,60.3,9927,3000
SANTOS,1802,1953,1.8,279,98993
SUMMERVILLE,1802,1953,38,6588,4744
SESSOMS,1802,1953,47.4,8044,3802
SCROGGINS,1800,1956,19.8,3590,9093
TUNSTALL,1799,1957,49.9,8426,3602
THREATT,1799,1957,54.2,9050,3321
DELOATCH,1798,1959,90.5,13931,1986
LACKEY,1796,1960,10.1,1862,17749
SIBLEY,1796,1960,19.3,3518,9285
ANDRE,1796,1960,21.8,3950,8249
GHOLSTON,1796,1960,78.4,12418,2292
USHER,1795,1964,25.2,4572,7118
CASTON,1794,1965,53.6,8977,3349
GAGE,1793,1966,11.2,2077,16022
WILLOUGHBY,1793,1966,11.5,2130,15622
WAY,1793,1966,12.6,2334,14222
DILWORTH,1792,1969,39.1,6778,4584
GERMANY,1792,1969,50.8,8583,3529
MORSE,1788,1971,4.3,762,41112
METCALF,1787,1972,7.6,1381,23540
HUDGINS,1785,1973,15.4,2845,11569
FERNANDEZ,1783,1974,1.3,178,139302
FUQUA,1783,1974,22.2,4080,8031
SKIPPER,1782,1976,17.8,3285,10010
TEASLEY,1781,1977,44.2,7604,4032
GROOMS,1780,1978,16.7,3118,10640
SPARROW,1778,1979,24.5,4496,7263
MCCARTER,1777,1980,19.2,3524,9262
RAMOS,1776,1981,0.9,112,193096
ONEIL,1776,1981,6.3,1145,28020
FRIDAY,1774,1983,26.3,4780,6750
WINGATE,1772,1984,21.6,3968,8221
ORANGE,1771,1985,44,7612,4027
GITTENS,1771,1985,72.2,11712,2452
STEED,1769,1987,18.7,3462,9436
STUBBLEFIELD,1767,1988,20.2,3728,8733
WIMBUSH,1766,1989,89.4,14012,1975
TITUS,1763,1990,11.5,2172,15321
SHANKS,1763,1990,15.4,2881,11436
CELESTIN,1763,1990,77,12426,2291
HECTOR,1761,1993,44,7671,4000
DEWBERRY,1760,1994,46.3,8049,3800
GOOD,1759,1995,5.1,929,34430
DEAL,1759,1995,8.7,1629,20128
WAKEFIELD,1757,1997,12.5,2360,14058
DIX,1756,1998,18.1,3365,9714
HARTFIELD,1756,1998,53.7,9180,3267
FLUELLEN,1756,1998,93.7,14567,1875
BLEVINS,1754,2001,4.8,856,36841
HARTLEY,1748,2002,5.8,1055,30236
STOVER,1748,2002,7.1,1313,24613
HURLEY,1746,2004,4.5,808,38971
TOLES,1746,2004,61.3,10355,2850
BURKES,1745,2006,50.6,8766,3446
REYES,1744,2007,0.8,81,232511
GUTHRIE,1744,2007,5.5,1015,31530
AMES,1744,2007,8,1499,21855
COE,1744,2007,10.4,1989,16706
SCARBOROUGH,1743,2011,14.6,2773,11941
CARVER,1739,2012,5.5,1014,31566
WESTMORELAND,1737,2013,17.3,3258,10066
GRISSOM,1736,2014,15.6,2974,11131
COTTRELL,1735,2015,10.7,2043,16288
WRAY,1732,2016,11.7,2257,14812
PENDER,1730,2017,28.5,5278,6065
FLYNN,1729,2018,2.8,487,61747
TIPTON,1729,2018,7,1303,24767
ENNIS,1729,2018,10.7,2061,16102
BOUIE,1729,2018,83,13407,2083
DEWITT,1728,2022,6.8,1268,25448
RAWLINGS,1728,2022,18.2,3451,9472
JEFFREY,1727,2024,15.8,3043,10925
HAMLETT,1726,2025,32.8,6016,5265
HOLTON,1725,2026,15.1,2881,11436
MCSWAIN,1725,2026,28.8,5356,5980
TOBIAS,1724,2028,13.1,2526,13113
MACLIN,1724,2028,73.2,12139,2356
BEALE,1723,2030,23.8,4509,7247
JOSHUA,1723,2030,60.4,10344,2852
ELLERBE,1722,2032,71.2,11851,2420
BRACY,1719,2033,46.5,8239,3700
GRANDBERRY,1716,2034,93.3,14805,1839
BOZEMAN,1715,2035,25.8,4839,6654
WINDHAM,1714,2036,16.9,3226,10162
LAVENDER,1714,2036,22.6,4340,7576
FUNCHES,1714,2036,84.4,13702,2030
DOUGLASS,1713,2039,12,2329,14236
BROTHERS,1713,2039,15.2,2925,11294
WOODBERRY,1713,2039,79.6,13058,2151
COUCH,1712,2042,6.6,1231,26135
GOMES,1712,2042,8.3,1606,20532
BAZEMORE,1712,2042,49.4,8720,3469
GATSON,1712,2042,84.1,13665,2036
WOODWARD,1711,2046,4.7,875,36242
HATCH,1710,2047,6.7,1262,25564
CROOKS,1709,2048,17.4,3341,9806
DIXSON,1704,2049,42.5,7646,4011
GUERRIER,1703,2050,78.1,12925,2180
ANDREW,1701,2051,12.9,2521,13145
HOLCOMB,1700,2052,5.9,1120,28668
RODNEY,1700,2052,26.6,5034,6396
EGGLESTON,1699,2054,17.1,3304,9951
BOBBITT,1698,2055,24.6,4687,6911
LENOIR,1698,2055,52.3,9236,3247
WHITT,1693,2057,10.3,2016,16488
PEARCE,1692,2058,5.6,1054,30276
RUTH,1691,2059,10.9,2150,15481
MAXIE,1691,2059,62,10740,2727
HANKS,1690,2061,9.9,1928,17141
HAGANS,1690,2061,53,9374,3188
RICHBURG,1688,2063,54.1,9567,3118
PALMORE,1687,2064,55.4,9813,3043
MONK,1686,2065,15,2957,11207
BIAS,1686,2065,30,5670,5615
TYREE,1685,2067,17.8,3459,9451
POUNDS,1684,2068,25.7,4918,6564
MURCHISON,1684,2068,43,7846,3913
GARTH,1683,2070,58.3,10245,2887
WINBUSH,1682,2071,92.2,14877,1825
PUCKETT,1679,2072,6,1153,27891
HOGUE,1679,2072,10.9,2159,15442
TRUESDALE,1678,2074,37.9,6972,4432
WALCOTT,1678,2074,44.3,8069,3786
PASCHAL,1676,2076,27.7,5290,6057
MANIGAULT,1676,2076,94.2,15194,1779
TRIBBLE,1675,2078,27.4,5253,6105
NERO,1673,2079,43.1,7905,3885
VICK,1671,2080,11.9,2368,14009
MARROW,1670,2081,50.9,9134,3283
LATHAN,1670,2081,54.3,9684,3077
GONZALES,1668,2083,0.9,110,193934
KEARSE,1668,2083,73.8,12566,2261
WHITLOW,1667,2085,21.1,4162,7886
BRODIE,1666,2086,26.2,5057,6365
BOUTTE,1666,2086,56.1,10010,2970
HAZEL,1664,2088,23,4513,7234
SPRINGS,1664,2088,45.4,8307,3667
FOLEY,1663,2090,3.3,605,50852
NURSE,1663,2090,66.5,11530,2501
PARISH,1660,2092,11.6,2327,14250
BECKHAM,1659,2093,18.1,3556,9178
FALLS,1659,2093,21.8,4313,7615
CRUDUP,1659,2093,87.7,14472,1891
TUGGLE,1657,2096,25.6,4979,6475
ALEXANDRE,1656,2097,58.2,10386,2843
BRAND,1654,2098,8.8,1751,18750
WOODALL,1654,2098,10.4,2097,15877
BRATTON,1654,2098,18.3,3609,9053
SOMERVILLE,1654,2098,25.8,5015,6419
BING,1652,2102,42.6,7911,3882
JARMON,1651,2103,68.8,11948,2399
HOPPER,1650,2104,6.1,1192,26956
REDMON,1649,2105,21,4189,7843
MCCRAE,1647,2106,65.6,11500,2511
BURSE,1646,2107,72.4,12507,2272
AUGUSTUS,1644,2108,61.6,10948,2667
GURLEY,1642,2109,20.4,4068,8042
GARRIS,1642,2109,23,4553,7151
BOGGS,1641,2111,5.9,1156,27822
EMBRY,1641,2111,19.6,3894,8379
KANE,1640,2113,3.4,636,48527
FITCH,1640,2113,8.8,1753,18740
TUCK,1638,2115,16.9,3385,9666
MARCH,1634,2116,15.5,3135,10553
SHROPSHIRE,1634,2116,37.6,7099,4342
WATFORD,1633,2118,38.2,7213,4270
LAURENT,1632,2119,29.1,5670,5615
GILYARD,1632,2119,87.7,14658,1860
BRUNO,1629,2121,5.7,1119,28729
MOTT,1628,2122,9.6,1941,17013
FAGAN,1628,2122,9.7,1975,16779
DENNARD,1627,2124,61.8,11083,2631
MCKINNIE,1626,2125,64.3,11433,2528
MALLETT,1625,2126,24.7,4901,6584
HARVIN,1625,2126,68,11994,2390
PIPER,1623,2128,7.5,1537,21526
COLSON,1621,2129,17.3,3488,9373
ROUNTREE,1621,2129,24.2,4816,6693
STURGIS,1619,2131,27.9,5507,5799
VARNADO,1619,2131,49.4,9154,3277
AUTRY,1618,2133,19.4,3922,8321
DOOLEY,1614,2134,7.1,1439,22798
BRUTON,1614,2134,26.6,5277,6069
MAHONEY,1613,2136,4.1,795,39440
PINDER,1613,2136,39.8,7566,4053
CANTRELL,1612,2138,4.6,920,34674
HAGAN,1612,2138,8.1,1643,19973
DAVIES,1611,2140,5,988,32165
STLOUIS,1608,2141,36.8,7056,4370
TROUTMAN,1605,2142,14.3,2954,11210
HOLSTON,1605,2142,41.3,7908,3884
MCMILLON,1605,2142,55.1,10167,2913
TURNAGE,1604,2145,28.8,5709,5567
SPAULDING,1603,2146,8.7,1774,18527
NOLEN,1602,2147,16,3277,10021
BLAKENEY,1602,2147,41,7851,3911
DOWNEY,1601,2149,6.1,1225,26206
RAGSDALE,1601,2149,13.1,2708,12195
LASHLEY,1601,2149,25.6,5149,6254
COLSTON,1601,2149,39.8,7623,4022
HILLARD,1597,2153,27,5424,5910
CRITTENDEN,1595,2154,25,5049,6374
HIGHSMITH,1595,2154,38.4,7399,4153
PRIDGEN,1594,2156,29.4,5841,5426
HAUGHTON,1594,2156,52.5,9828,3035
MEDLOCK,1593,2158,26.5,5336,6013
GEORGES,1591,2159,36.6,7090,4350
CROCKER,1590,2160,7.9,1635,20047
PULLEN,1590,2160,15.6,3221,10167
DAUGHTRY,1590,2160,30,5980,5301
WILTZ,1590,2160,60.9,11146,2611
CROOK,1589,2164,11.1,2323,14279
BENN,1589,2164,35.9,6973,4431
IRONS,1587,2166,22.2,4558,7145
DUCKWORTH,1586,2167,13.5,2803,11762
BICKHAM,1586,2167,49.3,9310,3215
CRANE,1585,2169,4.3,848,37123
MCGREW,1585,2169,17.6,3629,8988
CLYBURN,1584,2171,55.3,10311,2864
DIAMOND,1583,2172,7.6,1578,20860
MCINNIS,1581,2173,21.4,4434,7391
TILLIS,1581,2173,53.2,10007,2971
PERNELL,1578,2175,62.4,11428,2530
RIDGEWAY,1576,2176,17.9,3706,8791
WILCHER,1576,2176,40.4,7871,3900
MUMFORD,1575,2178,25.2,5156,6244
LEA,1573,2179,16.4,3414,9597
KNIGHTON,1573,2179,33,6550,4771
SAULSBERRY,1571,2181,83.1,14472,1891
EVERETTE,1570,2182,47.8,9129,3285
HUTSON,1569,2183,10.2,2160,15430
WAYNE,1569,2183,15.7,3280,10020
DUFFY,1568,2185,4.1,827,37962
GOODING,1568,2185,23.1,4770,6795
GIDDENS,1568,2185,23.7,4862,6629
GUESS,1567,2188,20.7,4344,7569
PADGETT,1566,2189,6.3,1301,24854
FAUST,1566,2189,9.9,2108,15799
DANSBY,1566,2189,53.5,10131,2926
SPEIGHTS,1566,2189,53.9,10182,2907
HAMBRICK,1565,2193,30.1,6082,5204
MCCREA,1562,2194,26.2,5366,5971
TROTMAN,1561,2195,58.4,10923,2673
JULES,1560,2196,76.1,13584,2050
JIMERSON,1559,2197,45.3,8780,3439
POMPEY,1559,2197,66.7,12213,2339
GRUBBS,1558,2199,10.1,2155,15453
GOINES,1558,2199,53.2,10123,2929
CYRUS,1556,2201,35.8,7087,4352
BRISCO,1556,2201,51.2,9819,3040
HAROLD,1555,2203,24.2,5008,6428
GATHERS,1554,2204,78.1,13907,1991
CRUM,1553,2205,8.9,1889,17452
PARTEE,1553,2205,55.4,10504,2805
COWART,1552,2207,13.8,2939,11243
LEAKE,1552,2207,23.7,4930,6550
KELLAM,1552,2207,38,7518,4082
SYDNOR,1552,2207,58.3,10969,2662
STILL,1551,2211,13,2781,11929
LEVERETTE,1549,2212,56.9,10757,2722
CHIN,1548,2213,6,1255,25673
TOLSON,1547,2214,29.2,5988,5295
WIDEMAN,1546,2215,38.5,7642,4012
CROWLEY,1545,2216,5.1,1051,30416
ASHTON,1545,2216,13.3,2830,11619
STAPLETON,1544,2218,8.8,1880,17529
PENDERGRASS,1544,2218,19.5,4148,7904
FORNEY,1543,2220,23.4,4886,6600
CHAMBERLAIN,1542,2221,5.5,1151,27928
ADAIR,1542,2221,8.6,1834,17969
CARY,1542,2221,12.8,2756,12013
HOUGH,1541,2224,10.2,2208,15090
SATTERFIELD,1541,2224,11.1,2405,13824
WOOLRIDGE,1541,2224,54.5,10446,2825
HOUSER,1540,2227,7.7,1632,20078
MCCORKLE,1538,2228,18.7,3977,8207
GOREE,1537,2229,54.7,10478,2811
THARPE,1536,2230,36.7,7330,4187
ESKRIDGE,1535,2231,39.1,7824,3922
CROWE,1533,2232,5.2,1095,29260
BOURNE,1533,2232,17.3,3673,8884
SWEAT,1532,2234,17.7,3752,8679
BUNN,1531,2235,14.2,3078,10800
DEES,1531,2235,14.3,3105,10708
ASBERRY,1531,2235,57.8,11003,2651
KNOTT,1530,2238,10.9,2369,14008
BLAYLOCK,1530,2238,15.8,3380,9683
HUDDLESTON,1529,2240,9.1,1957,16872
CEPHAS,1529,2240,94,16314,1626
KINCAID,1528,2242,8.6,1852,17833
THURSTON,1528,2242,10.2,2234,14918
NEVELS,1527,2244,49.6,9682,3078
BROADUS,1526,2245,50.3,9835,3032
SCURRY,1526,2245,69.8,12902,2185
CROMARTIE,1526,2245,78.4,14158,1947
JEWELL,1525,2248,6.6,1407,23143
PEMBERTON,1525,2248,14.1,3065,10842
IBRAHIM,1525,2248,17.8,3785,8590
KHAN,1523,2251,3.3,665,46713
STANFIELD,1523,2251,13.7,2989,11093
LAGUERRE,1523,2251,74.2,13573,2052
BAZILE,1523,2251,79,14259,1929
LOWRY,1522,2255,6.2,1323,24506
EDGE,1522,2255,13.6,2950,11216
DEVINE,1521,2257,6.6,1417,23016
CHILES,1521,2257,32.7,6692,4655
JELKS,1521,2257,79.6,14357,1912
CRISP,1519,2260,12.1,2640,12581
ANGLIN,1515,2261,15.6,3374,9694
MCCREARY,1515,2261,18.7,4021,8105
KOONCE,1515,2261,26.6,5591,5698
BROWDER,1514,2264,25,5292,6056
POLLOCK,1513,2265,6.6,1420,22994
SATCHELL,1512,2266,63.2,11986,2391
SPELLS,1509,2267,75.9,13925,1987
PREWITT,1508,2268,18.1,3915,8341
JEROME,1507,2269,18.4,3987,8179
WORKMAN,1505,2270,4.8,1029,31151
STANCIL,1504,2271,28.8,6062,5221
HOLLIMAN,1503,2272,36.5,7446,4120
DESHIELDS,1503,2272,65.2,12367,2304
HAYGOOD,1502,2274,35.3,7228,4257
SPATES,1502,2274,62.5,11928,2404
SILVA,1501,2276,1.2,214,126164
VENEY,1501,2276,84,15146,1786
SHERRILL,1500,2278,11.2,2470,13389
SEABROOK,1497,2279,55.6,10867,2692
DRAKEFORD,1497,2279,88.3,15785,1695
GUEST,1495,2281,16.1,3512,9309
BURKETT,1494,2282,8.3,1837,17959
PARROTT,1493,2283,11.1,2458,13473
CHATMON,1492,2284,90.2,16092,1654
INMAN,1490,2285,6.4,1386,23460
JUDGE,1489,2286,14.8,3252,10091
BURROWS,1488,2287,8.8,1946,16972
NUNLEY,1487,2288,17.5,3837,8502
LEVERETT,1487,2288,34.9,7219,4262
LINDER,1485,2290,11.1,2474,13375
BEATY,1485,2290,11.8,2638,12588
STEEN,1485,2290,12,2686,12356
SILER,1484,2293,18.8,4145,7910
WHEATON,1481,2294,17.1,3758,8662
RELIFORD,1481,2294,67.6,12878,2191
ROBISON,1479,2296,6.2,1367,23785
PETERKIN,1478,2297,72.6,13658,2037
WINSLOW,1476,2298,10.8,2422,13713
LYLE,1476,2298,11.4,2570,12951
LOGGINS,1476,2298,29.8,6331,4957
JOSEY,1475,2301,38,7909,3883
GAFFNEY,1474,2302,11.8,2662,12469
MENEFEE,1474,2302,33.6,7042,4386
OAKLEY,1473,2304,8.8,1984,16733
HOFFMAN,1472,2305,1.1,195,132645
ROCK,1472,2305,8,1779,18510
WINCHESTER,1471,2307,14.4,3212,10199
KELLUM,1471,2307,26.3,5681,5603
SPINKS,1470,2309,25.3,5504,5807
FLORES,1469,2310,0.5,55,312615
STACKHOUSE,1469,2310,25,5454,5868
BARNWELL,1468,2312,31.9,6744,4607
AMERSON,1467,2313,30.1,6424,4880
SALTERS,1467,2313,63.6,12347,2308
SPELLMAN,1466,2315,20.3,4514,7233
HAINES,1465,2316,5,1102,29065
GLASGOW,1463,2317,17,3774,8621
CRADDOCK,1461,2318,17.4,3884,8402
FUTRELL,1461,2318,25.6,5587,5701
KNIGHTEN,1461,2318,41.7,8640,3504
LAMPLEY,1460,2321,45.8,9377,3187
DONNELL,1459,2322,22.7,5004,6432
BREWTON,1458,2323,47.8,9774,3053
LARK,1457,2324,41.2,8571,3537
LUBIN,1456,2325,37.8,7977,3847
MINES,1456,2325,43.5,8986,3345
MARBURY,1456,2325,71,13584,2050
FITTS,1455,2328,25.6,5599,5684
BROOME,1454,2329,14.9,3353,9749
ROSEMOND,1454,2329,76.9,14479,1890
BATSON,1451,2331,16.8,3778,8613
OLDS,1451,2331,19.3,4355,7533
MEADE,1450,2333,6.8,1548,21264
SHANKLIN,1450,2333,38.6,8127,3758
LENNON,1449,2335,14.1,3201,10265
GREENLEE,1447,2336,17,3819,8531
BEACH,1446,2337,4.8,1071,29940
HARE,1446,2337,9.2,2114,15739
DAUGHERTY,1445,2339,4.2,921,34650
WAITERS,1444,2340,70.9,13654,2038
GAMBRELL,1442,2341,29.6,6426,4879
AMMONS,1441,2342,16.9,3828,8522
ARCHIBALD,1437,2343,18.4,4214,7794
BROOMFIELD,1435,2344,54.6,11088,2629
TREADWELL,1434,2345,25.7,5697,5583
OWEN,1433,2346,2.4,496,60461
BARTLETT,1433,2346,3.4,735,42512
SANDERSON,1432,2348,6.1,1384,23469
MCCLELLAND,1432,2348,10.5,2435,13610
HUBERT,1431,2350,14.4,3300,9967
FARRINGTON,1431,2350,16.3,3714,8766
LEGETTE,1431,2350,74.5,14302,1921
PLATT,1430,2353,7.8,1793,18376
PERRIN,1429,2354,12.7,2948,11222
EWELL,1429,2354,30.7,6700,4651
FOXWORTH,1428,2356,41.9,8836,3412
SAXTON,1427,2357,15.9,3640,8969
DEMPSEY,1426,2358,5.4,1215,26403
SOUTHERLAND,1425,2359,17.5,4009,8132
WINSTEAD,1424,2360,16.8,3848,8478
SEXTON,1422,2361,3.4,747,42080
HUGHEY,1421,2362,20.6,4696,6901
ROANE,1421,2362,47.7,9989,2978
GLAZE,1420,2364,21.2,4810,6709
COFFEE,1420,2364,23.4,5269,6076
PRIESTER,1417,2366,38.8,8339,3651
FRISON,1416,2367,63.8,12767,2218
SANON,1414,2368,84.1,15889,1681
MCMILLER,1414,2368,84.9,16001,1666
AUGUST,1413,2370,23.2,5265,6082
SLACK,1412,2371,11,2579,12893
ENGLAND,1411,2372,4.9,1113,28861
WAITE,1409,2373,8.1,1892,17415
MELSON,1408,2374,19.8,4570,7120
NICKENS,1408,2374,49,10270,2876
BECTON,1408,2374,58.3,11869,2415
BRELAND,1407,2377,26.3,5912,5360
WALDON,1406,2378,34.5,7532,4073
KIRKPATRICK,1405,2379,5.4,1229,26155
BUNDY,1405,2379,11.9,2796,11806
WILLIE,1405,2379,29.2,6502,4815
PEAVY,1404,2382,28.5,6353,4934
SPURLOCK,1403,2383,12.1,2825,11627
CUFFEE,1403,2383,88.6,16652,1584
DOW,1402,2385,9.6,2278,14622
BONAPARTE,1400,2386,67.8,13503,2065
GALE,1398,2387,9.2,2197,15193
SELBY,1398,2387,12.1,2858,11533
BOULWARE,1398,2387,39.9,8633,3506
WICKER,1397,2390,14.3,3351,9750
HUMES,1395,2391,23.9,5476,5839
MCDOUGALD,1394,2392,48.2,10234,2890
SUMLIN,1394,2392,76,14823,1835
GERMAIN,1392,2394,21.8,5044,6380
PURIFOY,1391,2395,61.3,12511,2271
HATTON,1390,2396,12.3,2926,11292
DUFF,1389,2397,8.6,2058,16119
RING,1388,2398,7.2,1712,19222
BAH,1388,2398,83.8,16062,1657
STRAUGHTER,1388,2398,93.1,17436,1491
DADE,1387,2401,60.8,12481,2280
ATWATER,1386,2402,34.1,7543,4067
EDISON,1386,2402,35.9,7951,3860
DUNNING,1385,2404,13.1,3130,10583
DOUGHTY,1384,2405,12,2862,11525
GAINER,1384,2405,29.3,6618,4719
ROSEBORO,1383,2407,88,16745,1571
WHETSTONE,1382,2408,24.6,5674,5611
SPILLER,1382,2408,26.9,6150,5130
POSTELL,1382,2408,49.7,10578,2783
MORANT,1382,2408,82.6,15942,1674
BABB,1381,2412,10.9,2609,12726
ISRAEL,1381,2412,14.7,3476,9401
TWYMAN,1381,2412,48.8,10426,2831
FLINT,1380,2415,9.4,2268,14683
DERRICK,1379,2416,15,3554,9182
TEAL,1379,2416,15.8,3737,8716
HARDIMAN,1379,2416,37,8185,3728
ZENO,1379,2416,47.9,10255,2881
KEENE,1378,2420,8,1925,17161
CATCHINGS,1378,2420,74.8,14783,1842
MCCOWAN,1375,2422,33.6,7504,4094
JESSIE,1375,2422,35.9,8000,3828
ORTIZ,1374,2424,0.6,94,214683
